+----------+----------+--------------+--------------+
|    x1    |    x2    |     f12      |     f21      |
|   1.90   |   1.45   |    7.8157    |   166.9625   |
|   1.90   |   1.46   |    8.1099    |   167.9478   |
|   1.90   |   1.47   |    8.4029    |   168.9367   |
|   1.90   |   1.48   |    8.6947    |   169.9292   |
|   1.90   |   1.49   |    8.9854    |   170.9253   |
|   1.90   |   1.50   |    9.2750    |   171.9250   |
|   1.90   |   1.51   |    9.5634    |   172.9283   |
|   1.90   |   1.52   |    9.8507    |   173.9352   |
|   1.90   |   1.53   |   10.1369    |   174.9457   |
|   1.90   |   1.54   |   10.4219    |   175.9598   |
|   1.90   |   1.55   |   10.7057    |   176.9775   |
|   1.90   |   1.56   |   10.9885    |   177.9988   |
|   1.90   |   1.57   |   11.2701    |   179.0237   |
|   1.90   |   1.58   |   11.5505    |   180.0522   |
|   1.90   |   1.59   |   11.8298    |   181.0843   |
|   1.90   |   1.60   |   12.1080    |   182.1200   |
|   1.90   |   1.61   |   12.3850    |   183.1593   |
|   1.90   |   1.62   |   12.6609    |   184.2022   |
|   1.90   |   1.63   |   12.9357    |   185.2487   |
|   1.90   |   1.64   |   13.2093    |   186.2988   |
|   1.90   |   1.65   |   13.4817    |   187.3525   |
|   1.90   |   1.66   |   13.7531    |   188.4098   |
|   1.90   |   1.67   |   14.0233    |   189.4707   |
|   1.90   |   1.68   |   14.2923    |   190.5352   |
|   1.90   |   1.69   |   14.5602    |   191.6033   |
|   1.90   |   1.70   |   14.8270    |   192.6750   |
|   1.90   |   1.71   |   15.0926    |   193.7503   |
|   1.90   |   1.72   |   15.3571    |   194.8292   |
|   1.90   |   1.73   |   15.6205    |   195.9117   |
|   1.90   |   1.74   |   15.8827    |   196.9978   |
|   1.90   |   1.75   |   16.1437    |   198.0875   |
|   1.90   |   1.76   |   16.4037    |   199.1808   |
|   1.90   |   1.77   |   16.6625    |   200.2777   |
|   1.90   |   1.78   |   16.9201    |   201.3782   |
|   1.90   |   1.79   |   17.1766    |   202.4823   |
|   1.90   |   1.80   |   17.4320    |   203.5900   |
|   1.90   |   1.81   |   17.6862    |   204.7013   |
|   1.90   |   1.82   |   17.9393    |   205.8162   |
|   1.90   |   1.83   |   18.1913    |   206.9347   |
|   1.90   |   1.84   |   18.4421    |   208.0568   |
|   1.90   |   1.85   |   18.6917    |   209.1825   |
|   1.90   |   1.86   |   18.9403    |   210.3118   |
|   1.90   |   1.87   |   19.1877    |   211.4447   |
|   1.90   |   1.88   |   19.4339    |   212.5812   |
|   1.90   |   1.89   |   19.6790    |   213.7213   |
|   1.90   |   1.90   |   19.9230    |   214.8650   |
|   1.90   |   1.91   |   20.1658    |   216.0123   |
|   1.90   |   1.92   |   20.4075    |   217.1632   |
|   1.90   |   1.93   |   20.6481    |   218.3177   |
|   1.90   |   1.94   |   20.8875    |   219.4758   |
|   1.90   |   1.95   |   21.1257    |   220.6375   |
|   1.90   |   1.96   |   21.3629    |   221.8028   |
|   1.90   |   1.97   |   21.5989    |   222.9717   |
|   1.90   |   1.98   |   21.8337    |   224.1442   |
|   1.90   |   1.99   |   22.0674    |   225.3203   |
|   1.90   |   2.00   |   22.3000    |   226.5000   |
+----------+----------+--------------+--------------+
|   1.91   |   0.00   |   -47.5920   |   61.8800    |
|   1.91   |   0.01   |   -47.1326   |   62.3490    |
|   1.91   |   0.02   |   -46.6743   |   62.8216    |
|   1.91   |   0.03   |   -46.2172   |   63.2978    |
|   1.91   |   0.04   |   -45.7612   |   63.7777    |
|   1.91   |   0.05   |   -45.3063   |   64.2611    |
|   1.91   |   0.06   |   -44.8526   |   64.7481    |
|   1.91   |   0.07   |   -44.4001   |   65.2387    |
|   1.91   |   0.08   |   -43.9487   |   65.7329    |
|   1.91   |   0.09   |   -43.4984   |   66.2307    |
|   1.91   |   0.10   |   -43.0493   |   66.7321    |
|   1.91   |   0.11   |   -42.6013   |   67.2372    |
|   1.91   |   0.12   |   -42.1545   |   67.7458    |
|   1.91   |   0.13   |   -41.7088   |   68.2580    |
|   1.91   |   0.14   |   -41.2643   |   68.7738    |
|   1.91   |   0.15   |   -40.8209   |   69.2932    |
|   1.91   |   0.16   |   -40.3787   |   69.8162    |
|   1.91   |   0.17   |   -39.9376   |   70.3429    |
|   1.91   |   0.18   |   -39.4977   |   70.8731    |
|   1.91   |   0.19   |   -39.0589   |   71.4069    |
|   1.91   |   0.20   |   -38.6212   |   71.9443    |
|   1.91   |   0.21   |   -38.1847   |   72.4853    |
|   1.91   |   0.22   |   -37.7493   |   73.0299    |
|   1.91   |   0.23   |   -37.3151   |   73.5781    |
|   1.91   |   0.24   |   -36.8820   |   74.1300    |
|   1.91   |   0.25   |   -36.4501   |   74.6854    |
|   1.91   |   0.26   |   -36.0193   |   75.2444    |
|   1.91   |   0.27   |   -35.5897   |   75.8070    |
|   1.91   |   0.28   |   -35.1612   |   76.3732    |
|   1.91   |   0.29   |   -34.7339   |   76.9430    |
|   1.91   |   0.30   |   -34.3077   |   77.5164    |
|   1.91   |   0.31   |   -33.8827   |   78.0935    |
|   1.91   |   0.32   |   -33.4588   |   78.6741    |
|   1.91   |   0.33   |   -33.0360   |   79.2583    |
|   1.91   |   0.34   |   -32.6144   |   79.8461    |
|   1.91   |   0.35   |   -32.1939   |   80.4375    |
|   1.91   |   0.36   |   -31.7746   |   81.0325    |
|   1.91   |   0.37   |   -31.3564   |   81.6312    |
|   1.91   |   0.38   |   -30.9394   |   82.2334    |
|   1.91   |   0.39   |   -30.5235   |   82.8392    |
|   1.91   |   0.40   |   -30.1088   |   83.4486    |
|   1.91   |   0.41   |   -29.6952   |   84.0616    |
|   1.91   |   0.42   |   -29.2828   |   84.6782    |
|   1.91   |   0.43   |   -28.8715   |   85.2984    |
|   1.91   |   0.44   |   -28.4613   |   85.9223    |
|   1.91   |   0.45   |   -28.0523   |   86.5497    |
|   1.91   |   0.46   |   -27.6445   |   87.1807    |
|   1.91   |   0.47   |   -27.2378   |   87.8153    |
|   1.91   |   0.48   |   -26.8322   |   88.4535    |
|   1.91   |   0.49   |   -26.4278   |   89.0953    |
|   1.91   |   0.50   |   -26.0245   |   89.7407    |
|   1.91   |   0.51   |   -25.6224   |   90.3898    |
|   1.91   |   0.52   |   -25.2214   |   91.0424    |
|   1.91   |   0.53   |   -24.8216   |   91.6986    |
|   1.91   |   0.54   |   -24.4229   |   92.3584    |
|   1.91   |   0.55   |   -24.0253   |   93.0218    |
|   1.91   |   0.56   |   -23.6289   |   93.6888    |
|   1.91   |   0.57   |   -23.2337   |   94.3595    |
|   1.91   |   0.58   |   -22.8396   |   95.0337    |
|   1.91   |   0.59   |   -22.4466   |   95.7115    |
|   1.91   |   0.60   |   -22.0548   |   96.3929    |
|   1.91   |   0.61   |   -21.6641   |   97.0779    |
|   1.91   |   0.62   |   -21.2746   |   97.7665    |
|   1.91   |   0.63   |   -20.8862   |   98.4587    |
|   1.91   |   0.64   |   -20.4990   |   99.1546    |
|   1.91   |   0.65   |   -20.1129   |   99.8540    |
|   1.91   |   0.66   |   -19.7280   |   100.5570   |
|   1.91   |   0.67   |   -19.3442   |   101.2636   |
|   1.91   |   0.68   |   -18.9616   |   101.9738   |
|   1.91   |   0.69   |   -18.5801   |   102.6876   |
|   1.91   |   0.70   |   -18.1997   |   103.4051   |
|   1.91   |   0.71   |   -17.8205   |   104.1261   |
|   1.91   |   0.72   |   -17.4424   |   104.8507   |
|   1.91   |   0.73   |   -17.0655   |   105.5789   |
|   1.91   |   0.74   |   -16.6897   |   106.3107   |
|   1.91   |   0.75   |   -16.3151   |   107.0461   |
|   1.91   |   0.76   |   -15.9416   |   107.7851   |
|   1.91   |   0.77   |   -15.5693   |   108.5278   |
|   1.91   |   0.78   |   -15.1981   |   109.2740   |
|   1.91   |   0.79   |   -14.8281   |   110.0238   |
|   1.91   |   0.80   |   -14.4592   |   110.7772   |
|   1.91   |   0.81   |   -14.0915   |   111.5342   |
|   1.91   |   0.82   |   -13.7249   |   112.2948   |
|   1.91   |   0.83   |   -13.3594   |   113.0590   |
|   1.91   |   0.84   |   -12.9951   |   113.8269   |
|   1.91   |   0.85   |   -12.6319   |   114.5983   |
|   1.91   |   0.86   |   -12.2699   |   115.3733   |
|   1.91   |   0.87   |   -11.9090   |   116.1519   |
|   1.91   |   0.88   |   -11.5493   |   116.9341   |
|   1.91   |   0.89   |   -11.1907   |   117.7199   |
|   1.91   |   0.90   |   -10.8333   |   118.5094   |
|   1.91   |   0.91   |   -10.4770   |   119.3024   |
|   1.91   |   0.92   |   -10.1219   |   120.0990   |
|   1.91   |   0.93   |   -9.7679    |   120.8992   |
|   1.91   |   0.94   |   -9.4150    |   121.7030   |
|   1.91   |   0.95   |   -9.0633    |   122.5104   |
|   1.91   |   0.96   |   -8.7128    |   123.3214   |
|   1.91   |   0.97   |   -8.3634    |   124.1361   |
|   1.91   |   0.98   |   -8.0151    |   124.9543   |
|   1.91   |   0.99   |   -7.6680    |   125.7761   |
|   1.91   |   1.00   |   -7.3220    |   126.6015   |
|   1.91   |   1.01   |   -6.9772    |   127.4305   |
|   1.91   |   1.02   |   -6.6335    |   128.2631   |
|   1.91   |   1.03   |   -6.2910    |   129.0993   |
|   1.91   |   1.04   |   -5.9496    |   129.9392   |
|   1.91   |   1.05   |   -5.6093    |   130.7826   |
|   1.91   |   1.06   |   -5.2702    |   131.6296   |
|   1.91   |   1.07   |   -4.9323    |   132.4802   |
|   1.91   |   1.08   |   -4.5955    |   133.3344   |
|   1.91   |   1.09   |   -4.2598    |   134.1922   |
|   1.91   |   1.10   |   -3.9253    |   135.0537   |
|   1.91   |   1.11   |   -3.5919    |   135.9187   |
|   1.91   |   1.12   |   -3.2597    |   136.7873   |
|   1.91   |   1.13   |   -2.9286    |   137.6595   |
|   1.91   |   1.14   |   -2.5987    |   138.5353   |
|   1.91   |   1.15   |   -2.2699    |   139.4147   |
|   1.91   |   1.16   |   -1.9423    |   140.2977   |
|   1.91   |   1.17   |   -1.6158    |   141.1844   |
|   1.91   |   1.18   |   -1.2905    |   142.0746   |
|   1.91   |   1.19   |   -0.9663    |   142.9684   |
|   1.91   |   1.20   |   -0.6432    |   143.8658   |
|   1.91   |   1.21   |   -0.3213    |   144.7668   |
|   1.91   |   1.22   |   -0.0005    |   145.6714   |
|   1.91   |   1.23   |    0.3191    |   146.5796   |
|   1.91   |   1.24   |    0.6376    |   147.4915   |
|   1.91   |   1.25   |    0.9549    |   148.4069   |
|   1.91   |   1.26   |    1.2711    |   149.3259   |
|   1.91   |   1.27   |    1.5861    |   150.2485   |
|   1.91   |   1.28   |    1.9000    |   151.1747   |
|   1.91   |   1.29   |    2.2127    |   152.1045   |
|   1.91   |   1.30   |    2.5243    |   153.0379   |
|   1.91   |   1.31   |    2.8347    |   153.9750   |
|   1.91   |   1.32   |    3.1440    |   154.9156   |
|   1.91   |   1.33   |    3.4522    |   155.8598   |
|   1.91   |   1.34   |    3.7592    |   156.8076   |
|   1.91   |   1.35   |    4.0651    |   157.7590   |
|   1.91   |   1.36   |    4.3698    |   158.7140   |
|   1.91   |   1.37   |    4.6734    |   159.6727   |
|   1.91   |   1.38   |    4.9758    |   160.6349   |
|   1.91   |   1.39   |    5.2771    |   161.6007   |
|   1.91   |   1.40   |    5.5772    |   162.5701   |
|   1.91   |   1.41   |    5.8762    |   163.5431   |
|   1.91   |   1.42   |    6.1740    |   164.5197   |
|   1.91   |   1.43   |    6.4707    |   165.4999   |
|   1.91   |   1.44   |    6.7663    |   166.4838   |
|   1.91   |   1.45   |    7.0607    |   167.4712   |
|   1.91   |   1.46   |    7.3539    |   168.4622   |
|   1.91   |   1.47   |    7.6460    |   169.4568   |
|   1.91   |   1.48   |    7.9370    |   170.4550   |
|   1.91   |   1.49   |    8.2268    |   171.4568   |
|   1.91   |   1.50   |    8.5155    |   172.4622   |
|   1.91   |   1.51   |    8.8030    |   173.4713   |
|   1.91   |   1.52   |    9.0894    |   174.4839   |
|   1.91   |   1.53   |    9.3746    |   175.5001   |
|   1.91   |   1.54   |    9.6587    |   176.5199   |
|   1.91   |   1.55   |    9.9417    |   177.5433   |
|   1.91   |   1.56   |   10.2235    |   178.5703   |
|   1.91   |   1.57   |   10.5041    |   179.6010   |
|   1.91   |   1.58   |   10.7836    |   180.6352   |
|   1.91   |   1.59   |   11.0620    |   181.6730   |
|   1.91   |   1.60   |   11.3392    |   182.7144   |
|   1.91   |   1.61   |   11.6153    |   183.7594   |
|   1.91   |   1.62   |   11.8902    |   184.8080   |
|   1.91   |   1.63   |   12.1640    |   185.8602   |
|   1.91   |   1.64   |   12.4366    |   186.9161   |
|   1.91   |   1.65   |   12.7081    |   187.9755   |
|   1.91   |   1.66   |   12.9784    |   189.0385   |
|   1.91   |   1.67   |   13.2476    |   190.1051   |
|   1.91   |   1.68   |   13.5156    |   191.1753   |
|   1.91   |   1.69   |   13.7825    |   192.2491   |
|   1.91   |   1.70   |   14.0483    |   193.3265   |
|   1.91   |   1.71   |   14.3129    |   194.4076   |
|   1.91   |   1.72   |   14.5764    |   195.4922   |
|   1.91   |   1.73   |   14.8387    |   196.5804   |
|   1.91   |   1.74   |   15.0999    |   197.6722   |
|   1.91   |   1.75   |   15.3599    |   198.7676   |
|   1.91   |   1.76   |   15.6188    |   199.8666   |
|   1.91   |   1.77   |   15.8765    |   200.9693   |
|   1.91   |   1.78   |   16.1331    |   202.0755   |
|   1.91   |   1.79   |   16.3885    |   203.1853   |
|   1.91   |   1.80   |   16.6428    |   204.2987   |
|   1.91   |   1.81   |   16.8959    |   205.4157   |
|   1.91   |   1.82   |   17.1479    |   206.5363   |
|   1.91   |   1.83   |   17.3988    |   207.6605   |
|   1.91   |   1.84   |   17.6485    |   208.7884   |
|   1.91   |   1.85   |   17.8971    |   209.9198   |
|   1.91   |   1.86   |   18.1445    |   211.0548   |
|   1.91   |   1.87   |   18.3908    |   212.1934   |
|   1.91   |   1.88   |   18.6359    |   213.3356   |
|   1.91   |   1.89   |   18.8799    |   214.4814   |
|   1.91   |   1.90   |   19.1227    |   215.6309   |
|   1.91   |   1.91   |   19.3644    |   216.7839   |
|   1.91   |   1.92   |   19.6049    |   217.9405   |
|   1.91   |   1.93   |   19.8443    |   219.1007   |
|   1.91   |   1.94   |   20.0826    |   220.2645   |
|   1.91   |   1.95   |   20.3197    |   221.4319   |
|   1.91   |   1.96   |   20.5556    |   222.6029   |
|   1.91   |   1.97   |   20.7904    |   223.7776   |
|   1.91   |   1.98   |   21.0241    |   224.9558   |
|   1.91   |   1.99   |   21.2566    |   226.1376   |
|   1.91   |   2.00   |   21.4880    |   227.3230   |
+----------+----------+--------------+--------------+
|   1.92   |   0.00   |   -48.2880   |   61.5600    |
|   1.92   |   0.01   |   -47.8286   |   62.0348    |
|   1.92   |   0.02   |   -47.3703   |   62.5131    |
|   1.92   |   0.03   |   -46.9132   |   62.9951    |
|   1.92   |   0.04   |   -46.4572   |   63.4806    |
|   1.92   |   0.05   |   -46.0024   |   63.9698    |
|   1.92   |   0.06   |   -45.5487   |   64.4626    |
|   1.92   |   0.07   |   -45.0962   |   64.9589    |
|   1.92   |   0.08   |   -44.6449   |   65.4589    |
|   1.92   |   0.09   |   -44.1947   |   65.9624    |
|   1.92   |   0.10   |   -43.7456   |   66.4696    |
|   1.92   |   0.11   |   -43.2977   |   66.9804    |
|   1.92   |   0.12   |   -42.8509   |   67.4947    |
|   1.92   |   0.13   |   -42.4053   |   68.0127    |
|   1.92   |   0.14   |   -41.9609   |   68.5342    |
|   1.92   |   0.15   |   -41.5176   |   69.0594    |
|   1.92   |   0.16   |   -41.0755   |   69.5882    |
|   1.92   |   0.17   |   -40.6345   |   70.1205    |
|   1.92   |   0.18   |   -40.1946   |   70.6565    |
|   1.92   |   0.19   |   -39.7559   |   71.1960    |
|   1.92   |   0.20   |   -39.3184   |   71.7392    |
|   1.92   |   0.21   |   -38.8820   |   72.2860    |
|   1.92   |   0.22   |   -38.4468   |   72.8363    |
|   1.92   |   0.23   |   -38.0127   |   73.3903    |
|   1.92   |   0.24   |   -37.5798   |   73.9478    |
|   1.92   |   0.25   |   -37.1480   |   74.5090    |
|   1.92   |   0.26   |   -36.7174   |   75.0738    |
|   1.92   |   0.27   |   -36.2879   |   75.6421    |
|   1.92   |   0.28   |   -35.8596   |   76.2141    |
|   1.92   |   0.29   |   -35.4324   |   76.7896    |
|   1.92   |   0.30   |   -35.0064   |   77.3688    |
|   1.92   |   0.31   |   -34.5815   |   77.9516    |
|   1.92   |   0.32   |   -34.1578   |   78.5379    |
|   1.92   |   0.33   |   -33.7353   |   79.1279    |
|   1.92   |   0.34   |   -33.3139   |   79.7214    |
|   1.92   |   0.35   |   -32.8936   |   80.3186    |
|   1.92   |   0.36   |   -32.4745   |   80.9194    |
|   1.92   |   0.37   |   -32.0565   |   81.5237    |
|   1.92   |   0.38   |   -31.6397   |   82.1317    |
|   1.92   |   0.39   |   -31.2241   |   82.7432    |
|   1.92   |   0.40   |   -30.8096   |   83.3584    |
|   1.92   |   0.41   |   -30.3963   |   83.9772    |
|   1.92   |   0.42   |   -29.9841   |   84.5995    |
|   1.92   |   0.43   |   -29.5730   |   85.2255    |
|   1.92   |   0.44   |   -29.1631   |   85.8550    |
|   1.92   |   0.45   |   -28.7544   |   86.4882    |
|   1.92   |   0.46   |   -28.3468   |   87.1250    |
|   1.92   |   0.47   |   -27.9404   |   87.7653    |
|   1.92   |   0.48   |   -27.5351   |   88.4093    |
|   1.92   |   0.49   |   -27.1310   |   89.0568    |
|   1.92   |   0.50   |   -26.7280   |   89.7080    |
|   1.92   |   0.51   |   -26.3262   |   90.3628    |
|   1.92   |   0.52   |   -25.9255   |   91.0211    |
|   1.92   |   0.53   |   -25.5260   |   91.6831    |
|   1.92   |   0.54   |   -25.1276   |   92.3486    |
|   1.92   |   0.55   |   -24.7304   |   93.0178    |
|   1.92   |   0.56   |   -24.3343   |   93.6906    |
|   1.92   |   0.57   |   -23.9394   |   94.3669    |
|   1.92   |   0.58   |   -23.5457   |   95.0469    |
|   1.92   |   0.59   |   -23.1531   |   95.7304    |
|   1.92   |   0.60   |   -22.7616   |   96.4176    |
|   1.92   |   0.61   |   -22.3713   |   97.1084    |
|   1.92   |   0.62   |   -21.9821   |   97.8027    |
|   1.92   |   0.63   |   -21.5941   |   98.5007    |
|   1.92   |   0.64   |   -21.2073   |   99.2022    |
|   1.92   |   0.65   |   -20.8216   |   99.9074    |
|   1.92   |   0.66   |   -20.4371   |   100.6162   |
|   1.92   |   0.67   |   -20.0537   |   101.3285   |
|   1.92   |   0.68   |   -19.6714   |   102.0445   |
|   1.92   |   0.69   |   -19.2903   |   102.7640   |
|   1.92   |   0.70   |   -18.9104   |   103.4872   |
|   1.92   |   0.71   |   -18.5316   |   104.2140   |
|   1.92   |   0.72   |   -18.1540   |   104.9443   |
|   1.92   |   0.73   |   -17.7775   |   105.6783   |
|   1.92   |   0.74   |   -17.4022   |   106.4158   |
|   1.92   |   0.75   |   -17.0280   |   107.1570   |
|   1.92   |   0.76   |   -16.6550   |   107.9018   |
|   1.92   |   0.77   |   -16.2831   |   108.6501   |
|   1.92   |   0.78   |   -15.9124   |   109.4021   |
|   1.92   |   0.79   |   -15.5428   |   110.1576   |
|   1.92   |   0.80   |   -15.1744   |   110.9168   |
|   1.92   |   0.81   |   -14.8071   |   111.6796   |
|   1.92   |   0.82   |   -14.4410   |   112.4459   |
|   1.92   |   0.83   |   -14.0761   |   113.2159   |
|   1.92   |   0.84   |   -13.7123   |   113.9894   |
|   1.92   |   0.85   |   -13.3496   |   114.7666   |
|   1.92   |   0.86   |   -12.9881   |   115.5474   |
|   1.92   |   0.87   |   -12.6277   |   116.3317   |
|   1.92   |   0.88   |   -12.2685   |   117.1197   |
|   1.92   |   0.89   |   -11.9105   |   117.9112   |
|   1.92   |   0.90   |   -11.5536   |   118.7064   |
|   1.92   |   0.91   |   -11.1979   |   119.5052   |
|   1.92   |   0.92   |   -10.8433   |   120.3075   |
|   1.92   |   0.93   |   -10.4898   |   121.1135   |
|   1.92   |   0.94   |   -10.1375   |   121.9230   |
|   1.92   |   0.95   |   -9.7864    |   122.7362   |
|   1.92   |   0.96   |   -9.4364    |   123.5530   |
|   1.92   |   0.97   |   -9.0876    |   124.3733   |
|   1.92   |   0.98   |   -8.7399    |   125.1973   |
|   1.92   |   0.99   |   -8.3934    |   126.0248   |
|   1.92   |   1.00   |   -8.0480    |   126.8560   |
|   1.92   |   1.01   |   -7.7038    |   127.6908   |
|   1.92   |   1.02   |   -7.3607    |   128.5291   |
|   1.92   |   1.03   |   -7.0188    |   129.3711   |
|   1.92   |   1.04   |   -6.6780    |   130.2166   |
|   1.92   |   1.05   |   -6.3384    |   131.0658   |
|   1.92   |   1.06   |   -5.9999    |   131.9186   |
|   1.92   |   1.07   |   -5.6626    |   132.7749   |
|   1.92   |   1.08   |   -5.3265    |   133.6349   |
|   1.92   |   1.09   |   -4.9915    |   134.4984   |
|   1.92   |   1.10   |   -4.6576    |   135.3656   |
|   1.92   |   1.11   |   -4.3249    |   136.2364   |
|   1.92   |   1.12   |   -3.9933    |   137.1107   |
|   1.92   |   1.13   |   -3.6629    |   137.9887   |
|   1.92   |   1.14   |   -3.3337    |   138.8702   |
|   1.92   |   1.15   |   -3.0056    |   139.7554   |
|   1.92   |   1.16   |   -2.6787    |   140.6442   |
|   1.92   |   1.17   |   -2.3529    |   141.5365   |
|   1.92   |   1.18   |   -2.0282    |   142.4325   |
|   1.92   |   1.19   |   -1.7047    |   143.3320   |
|   1.92   |   1.20   |   -1.3824    |   144.2352   |
|   1.92   |   1.21   |   -1.0612    |   145.1420   |
|   1.92   |   1.22   |   -0.7412    |   146.0523   |
|   1.92   |   1.23   |   -0.4223    |   146.9663   |
|   1.92   |   1.24   |   -0.1046    |   147.8838   |
|   1.92   |   1.25   |    0.2120    |   148.8050   |
|   1.92   |   1.26   |    0.5274    |   149.7298   |
|   1.92   |   1.27   |    0.8417    |   150.6581   |
|   1.92   |   1.28   |    1.1548    |   151.5901   |
|   1.92   |   1.29   |    1.4668    |   152.5256   |
|   1.92   |   1.30   |    1.7776    |   153.4648   |
|   1.92   |   1.31   |    2.0873    |   154.4076   |
|   1.92   |   1.32   |    2.3958    |   155.3539   |
|   1.92   |   1.33   |    2.7031    |   156.3039   |
|   1.92   |   1.34   |    3.0093    |   157.2574   |
|   1.92   |   1.35   |    3.3144    |   158.2146   |
|   1.92   |   1.36   |    3.6183    |   159.1754   |
|   1.92   |   1.37   |    3.9211    |   160.1397   |
|   1.92   |   1.38   |    4.2227    |   161.1077   |
|   1.92   |   1.39   |    4.5231    |   162.0792   |
|   1.92   |   1.40   |    4.8224    |   163.0544   |
|   1.92   |   1.41   |    5.1205    |   164.0332   |
|   1.92   |   1.42   |    5.4175    |   165.0155   |
|   1.92   |   1.43   |    5.7134    |   166.0015   |
|   1.92   |   1.44   |    6.0081    |   166.9910   |
|   1.92   |   1.45   |    6.3016    |   167.9842   |
|   1.92   |   1.46   |    6.5940    |   168.9810   |
|   1.92   |   1.47   |    6.8852    |   169.9813   |
|   1.92   |   1.48   |    7.1753    |   170.9853   |
|   1.92   |   1.49   |    7.4642    |   171.9928   |
|   1.92   |   1.50   |    7.7520    |   173.0040   |
|   1.92   |   1.51   |    8.0386    |   174.0188   |
|   1.92   |   1.52   |    8.3241    |   175.0371   |
|   1.92   |   1.53   |    8.6084    |   176.0591   |
|   1.92   |   1.54   |    8.8916    |   177.0846   |
|   1.92   |   1.55   |    9.1736    |   178.1138   |
|   1.92   |   1.56   |    9.4545    |   179.1466   |
|   1.92   |   1.57   |    9.7342    |   180.1829   |
|   1.92   |   1.58   |   10.0127    |   181.2229   |
|   1.92   |   1.59   |   10.2901    |   182.2664   |
|   1.92   |   1.60   |   10.5664    |   183.3136   |
|   1.92   |   1.61   |   10.8415    |   184.3644   |
|   1.92   |   1.62   |   11.1155    |   185.4187   |
|   1.92   |   1.63   |   11.3883    |   186.4767   |
|   1.92   |   1.64   |   11.6599    |   187.5382   |
|   1.92   |   1.65   |   11.9304    |   188.6034   |
|   1.92   |   1.66   |   12.1997    |   189.6722   |
|   1.92   |   1.67   |   12.4679    |   190.7445   |
|   1.92   |   1.68   |   12.7350    |   191.8205   |
|   1.92   |   1.69   |   13.0009    |   192.9000   |
|   1.92   |   1.70   |   13.2656    |   193.9832   |
|   1.92   |   1.71   |   13.5292    |   195.0700   |
|   1.92   |   1.72   |   13.7916    |   196.1603   |
|   1.92   |   1.73   |   14.0529    |   197.2543   |
|   1.92   |   1.74   |   14.3130    |   198.3518   |
|   1.92   |   1.75   |   14.5720    |   199.4530   |
|   1.92   |   1.76   |   14.8298    |   200.5578   |
|   1.92   |   1.77   |   15.0865    |   201.6661   |
|   1.92   |   1.78   |   15.3420    |   202.7781   |
|   1.92   |   1.79   |   15.5964    |   203.8936   |
|   1.92   |   1.80   |   15.8496    |   205.0128   |
|   1.92   |   1.81   |   16.1017    |   206.1356   |
|   1.92   |   1.82   |   16.3526    |   207.2619   |
|   1.92   |   1.83   |   16.6023    |   208.3919   |
|   1.92   |   1.84   |   16.8509    |   209.5254   |
|   1.92   |   1.85   |   17.0984    |   210.6626   |
|   1.92   |   1.86   |   17.3447    |   211.8034   |
|   1.92   |   1.87   |   17.5899    |   212.9477   |
|   1.92   |   1.88   |   17.8339    |   214.0957   |
|   1.92   |   1.89   |   18.0767    |   215.2472   |
|   1.92   |   1.90   |   18.3184    |   216.4024   |
|   1.92   |   1.91   |   18.5589    |   217.5612   |
|   1.92   |   1.92   |   18.7983    |   218.7235   |
|   1.92   |   1.93   |   19.0366    |   219.8895   |
|   1.92   |   1.94   |   19.2737    |   221.0590   |
|   1.92   |   1.95   |   19.5096    |   222.2322   |
|   1.92   |   1.96   |   19.7444    |   223.4090   |
|   1.92   |   1.97   |   19.9780    |   224.5893   |
|   1.92   |   1.98   |   20.2105    |   225.7733   |
|   1.92   |   1.99   |   20.4418    |   226.9608   |
|   1.92   |   2.00   |   20.6720    |   228.1520   |
+----------+----------+--------------+--------------+
|   1.93   |   0.00   |   -48.9880   |   61.2400    |
|   1.93   |   0.01   |   -48.5286   |   61.7205    |
|   1.93   |   0.02   |   -48.0703   |   62.2047    |
|   1.93   |   0.03   |   -47.6132   |   62.6924    |
|   1.93   |   0.04   |   -47.1573   |   63.1837    |
|   1.93   |   0.05   |   -46.7025   |   63.6787    |
|   1.93   |   0.06   |   -46.2488   |   64.1772    |
|   1.93   |   0.07   |   -45.7964   |   64.6793    |
|   1.93   |   0.08   |   -45.3451   |   65.1851    |
|   1.93   |   0.09   |   -44.8949   |   65.6944    |
|   1.93   |   0.10   |   -44.4459   |   66.2074    |
|   1.93   |   0.11   |   -43.9981   |   66.7239    |
|   1.93   |   0.12   |   -43.5514   |   67.2440    |
|   1.93   |   0.13   |   -43.1059   |   67.7678    |
|   1.93   |   0.14   |   -42.6615   |   68.2951    |
|   1.93   |   0.15   |   -42.2183   |   68.8260    |
|   1.93   |   0.16   |   -41.7762   |   69.3606    |
|   1.93   |   0.17   |   -41.3353   |   69.8987    |
|   1.93   |   0.18   |   -40.8956   |   70.4404    |
|   1.93   |   0.19   |   -40.4570   |   70.9858    |
|   1.93   |   0.20   |   -40.0196   |   71.5347    |
|   1.93   |   0.21   |   -39.5833   |   72.0872    |
|   1.93   |   0.22   |   -39.1482   |   72.6434    |
|   1.93   |   0.23   |   -38.7143   |   73.2031    |
|   1.93   |   0.24   |   -38.2815   |   73.7664    |
|   1.93   |   0.25   |   -37.8499   |   74.3334    |
|   1.93   |   0.26   |   -37.4194   |   74.9039    |
|   1.93   |   0.27   |   -36.9901   |   75.4780    |
|   1.93   |   0.28   |   -36.5619   |   76.0558    |
