+----------+----------+--------------+--------------+
|    x1    |    x2    |     f12      |     f21      |
|   0.09   |   0.69   |   44.0795    |   123.2536   |
|   0.09   |   0.70   |   44.5357    |   123.4250   |
|   0.09   |   0.71   |   44.9919    |   123.6001   |
|   0.09   |   0.72   |   45.4480    |   123.7787   |
|   0.09   |   0.73   |   45.9041    |   123.9609   |
|   0.09   |   0.74   |   46.3601    |   124.1467   |
|   0.09   |   0.75   |   46.8161    |   124.3361   |
|   0.09   |   0.76   |   47.2720    |   124.5291   |
|   0.09   |   0.77   |   47.7279    |   124.7258   |
|   0.09   |   0.78   |   48.1837    |   124.9260   |
|   0.09   |   0.79   |   48.6395    |   125.1298   |
|   0.09   |   0.80   |   49.0952    |   125.3372   |
|   0.09   |   0.81   |   49.5509    |   125.5482   |
|   0.09   |   0.82   |   50.0065    |   125.7628   |
|   0.09   |   0.83   |   50.4620    |   125.9810   |
|   0.09   |   0.84   |   50.9175    |   126.2029   |
|   0.09   |   0.85   |   51.3729    |   126.4283   |
|   0.09   |   0.86   |   51.8283    |   126.6573   |
|   0.09   |   0.87   |   52.2836    |   126.8899   |
|   0.09   |   0.88   |   52.7389    |   127.1261   |
|   0.09   |   0.89   |   53.1941    |   127.3659   |
|   0.09   |   0.90   |   53.6493    |   127.6094   |
|   0.09   |   0.91   |   54.1044    |   127.8564   |
|   0.09   |   0.92   |   54.5595    |   128.1070   |
|   0.09   |   0.93   |   55.0145    |   128.3612   |
|   0.09   |   0.94   |   55.4694    |   128.6190   |
|   0.09   |   0.95   |   55.9243    |   128.8804   |
|   0.09   |   0.96   |   56.3792    |   129.1454   |
|   0.09   |   0.97   |   56.8340    |   129.4141   |
|   0.09   |   0.98   |   57.2887    |   129.6863   |
|   0.09   |   0.99   |   57.7434    |   129.9621   |
|   0.09   |   1.00   |   58.1980    |   130.2415   |
|   0.09   |   1.01   |   58.6526    |   130.5245   |
|   0.09   |   1.02   |   59.1071    |   130.8111   |
|   0.09   |   1.03   |   59.5616    |   131.1013   |
|   0.09   |   1.04   |   60.0160    |   131.3952   |
|   0.09   |   1.05   |   60.4703    |   131.6926   |
|   0.09   |   1.06   |   60.9246    |   131.9936   |
|   0.09   |   1.07   |   61.3789    |   132.2982   |
|   0.09   |   1.08   |   61.8331    |   132.6064   |
|   0.09   |   1.09   |   62.2872    |   132.9182   |
|   0.09   |   1.10   |   62.7413    |   133.2337   |
|   0.09   |   1.11   |   63.1953    |   133.5527   |
|   0.09   |   1.12   |   63.6493    |   133.8753   |
|   0.09   |   1.13   |   64.1032    |   134.2015   |
|   0.09   |   1.14   |   64.5571    |   134.5313   |
|   0.09   |   1.15   |   65.0109    |   134.8647   |
|   0.09   |   1.16   |   65.4647    |   135.2017   |
|   0.09   |   1.17   |   65.9184    |   135.5424   |
|   0.09   |   1.18   |   66.3721    |   135.8866   |
|   0.09   |   1.19   |   66.8257    |   136.2344   |
|   0.09   |   1.20   |   67.2792    |   136.5858   |
|   0.09   |   1.21   |   67.7327    |   136.9408   |
|   0.09   |   1.22   |   68.1861    |   137.2994   |
|   0.09   |   1.23   |   68.6395    |   137.6616   |
|   0.09   |   1.24   |   69.0928    |   138.0275   |
|   0.09   |   1.25   |   69.5461    |   138.3969   |
|   0.09   |   1.26   |   69.9993    |   138.7699   |
|   0.09   |   1.27   |   70.4525    |   139.1465   |
|   0.09   |   1.28   |   70.9056    |   139.5267   |
|   0.09   |   1.29   |   71.3587    |   139.9105   |
|   0.09   |   1.30   |   71.8117    |   140.2980   |
|   0.09   |   1.31   |   72.2647    |   140.6890   |
|   0.09   |   1.32   |   72.7176    |   141.0836   |
|   0.09   |   1.33   |   73.1704    |   141.4818   |
|   0.09   |   1.34   |   73.6232    |   141.8836   |
|   0.09   |   1.35   |   74.0759    |   142.2890   |
|   0.09   |   1.36   |   74.5286    |   142.6980   |
|   0.09   |   1.37   |   74.9812    |   143.1107   |
|   0.09   |   1.38   |   75.4338    |   143.5269   |
|   0.09   |   1.39   |   75.8863    |   143.9467   |
|   0.09   |   1.40   |   76.3388    |   144.3701   |
|   0.09   |   1.41   |   76.7912    |   144.7971   |
|   0.09   |   1.42   |   77.2436    |   145.2277   |
|   0.09   |   1.43   |   77.6959    |   145.6619   |
|   0.09   |   1.44   |   78.1481    |   146.0998   |
|   0.09   |   1.45   |   78.6003    |   146.5412   |
|   0.09   |   1.46   |   79.0525    |   146.9862   |
|   0.09   |   1.47   |   79.5046    |   147.4348   |
|   0.09   |   1.48   |   79.9566    |   147.8870   |
|   0.09   |   1.49   |   80.4086    |   148.3428   |
|   0.09   |   1.50   |   80.8605    |   148.8023   |
|   0.09   |   1.51   |   81.3124    |   149.2653   |
|   0.09   |   1.52   |   81.7642    |   149.7319   |
|   0.09   |   1.53   |   82.2160    |   150.2021   |
|   0.09   |   1.54   |   82.6677    |   150.6759   |
|   0.09   |   1.55   |   83.1193    |   151.1533   |
|   0.09   |   1.56   |   83.5709    |   151.6343   |
|   0.09   |   1.57   |   84.0225    |   152.1190   |
|   0.09   |   1.58   |   84.4740    |   152.6072   |
|   0.09   |   1.59   |   84.9254    |   153.0990   |
|   0.09   |   1.60   |   85.3768    |   153.5944   |
|   0.09   |   1.61   |   85.8281    |   154.0934   |
|   0.09   |   1.62   |   86.2794    |   154.5960   |
|   0.09   |   1.63   |   86.7306    |   155.1022   |
|   0.09   |   1.64   |   87.1818    |   155.6121   |
|   0.09   |   1.65   |   87.6329    |   156.1255   |
|   0.09   |   1.66   |   88.0840    |   156.6425   |
|   0.09   |   1.67   |   88.5350    |   157.1631   |
|   0.09   |   1.68   |   88.9860    |   157.6873   |
|   0.09   |   1.69   |   89.4369    |   158.2151   |
|   0.09   |   1.70   |   89.8877    |   158.7465   |
|   0.09   |   1.71   |   90.3385    |   159.2816   |
|   0.09   |   1.72   |   90.7892    |   159.8202   |
|   0.09   |   1.73   |   91.2399    |   160.3624   |
|   0.09   |   1.74   |   91.6905    |   160.9082   |
|   0.09   |   1.75   |   92.1411    |   161.4576   |
|   0.09   |   1.76   |   92.5916    |   162.0106   |
|   0.09   |   1.77   |   93.0421    |   162.5673   |
|   0.09   |   1.78   |   93.4925    |   163.1275   |
|   0.09   |   1.79   |   93.9429    |   163.6913   |
|   0.09   |   1.80   |   94.3932    |   164.2587   |
|   0.09   |   1.81   |   94.8435    |   164.8297   |
|   0.09   |   1.82   |   95.2937    |   165.4043   |
|   0.09   |   1.83   |   95.7438    |   165.9825   |
|   0.09   |   1.84   |   96.1939    |   166.5644   |
|   0.09   |   1.85   |   96.6439    |   167.1498   |
|   0.09   |   1.86   |   97.0939    |   167.7388   |
|   0.09   |   1.87   |   97.5438    |   168.3314   |
|   0.09   |   1.88   |   97.9937    |   168.9276   |
|   0.09   |   1.89   |   98.4435    |   169.5274   |
|   0.09   |   1.90   |   98.8933    |   170.1309   |
|   0.09   |   1.91   |   99.3430    |   170.7379   |
|   0.09   |   1.92   |   99.7927    |   171.3485   |
|   0.09   |   1.93   |   100.2423   |   171.9627   |
|   0.09   |   1.94   |   100.6918   |   172.5805   |
|   0.09   |   1.95   |   101.1413   |   173.2019   |
|   0.09   |   1.96   |   101.5908   |   173.8269   |
|   0.09   |   1.97   |   102.0402   |   174.4556   |
|   0.09   |   1.98   |   102.4895   |   175.0878   |
|   0.09   |   1.99   |   102.9388   |   175.7236   |
|   0.09   |   2.00   |   103.3880   |   176.3630   |
+----------+----------+--------------+--------------+
|   0.10   |   0.00   |   12.5000    |   119.8000   |
|   0.10   |   0.01   |   12.9600    |   119.7233   |
|   0.10   |   0.02   |   13.4199    |   119.6502   |
|   0.10   |   0.03   |   13.8797    |   119.5807   |
|   0.10   |   0.04   |   14.3395    |   119.5148   |
|   0.10   |   0.05   |   14.7993    |   119.4525   |
|   0.10   |   0.06   |   15.2589    |   119.3938   |
|   0.10   |   0.07   |   15.7185    |   119.3387   |
|   0.10   |   0.08   |   16.1781    |   119.2872   |
|   0.10   |   0.09   |   16.6376    |   119.2393   |
|   0.10   |   0.10   |   17.0970    |   119.1950   |
|   0.10   |   0.11   |   17.5564    |   119.1543   |
|   0.10   |   0.12   |   18.0157    |   119.1172   |
|   0.10   |   0.13   |   18.4749    |   119.0837   |
|   0.10   |   0.14   |   18.9341    |   119.0538   |
|   0.10   |   0.15   |   19.3932    |   119.0275   |
|   0.10   |   0.16   |   19.8523    |   119.0048   |
|   0.10   |   0.17   |   20.3113    |   118.9857   |
|   0.10   |   0.18   |   20.7703    |   118.9702   |
|   0.10   |   0.19   |   21.2292    |   118.9583   |
|   0.10   |   0.20   |   21.6880    |   118.9500   |
|   0.10   |   0.21   |   22.1468    |   118.9453   |
|   0.10   |   0.22   |   22.6055    |   118.9442   |
|   0.10   |   0.23   |   23.0641    |   118.9467   |
|   0.10   |   0.24   |   23.5227    |   118.9528   |
|   0.10   |   0.25   |   23.9812    |   118.9625   |
|   0.10   |   0.26   |   24.4397    |   118.9758   |
|   0.10   |   0.27   |   24.8981    |   118.9927   |
|   0.10   |   0.28   |   25.3565    |   119.0132   |
|   0.10   |   0.29   |   25.8148    |   119.0373   |
|   0.10   |   0.30   |   26.2730    |   119.0650   |
|   0.10   |   0.31   |   26.7312    |   119.0963   |
|   0.10   |   0.32   |   27.1893    |   119.1312   |
|   0.10   |   0.33   |   27.6473    |   119.1697   |
|   0.10   |   0.34   |   28.1053    |   119.2118   |
|   0.10   |   0.35   |   28.5633    |   119.2575   |
|   0.10   |   0.36   |   29.0211    |   119.3068   |
|   0.10   |   0.37   |   29.4789    |   119.3597   |
|   0.10   |   0.38   |   29.9367    |   119.4162   |
|   0.10   |   0.39   |   30.3944    |   119.4763   |
|   0.10   |   0.40   |   30.8520    |   119.5400   |
|   0.10   |   0.41   |   31.3096    |   119.6073   |
|   0.10   |   0.42   |   31.7671    |   119.6782   |
|   0.10   |   0.43   |   32.2245    |   119.7527   |
|   0.10   |   0.44   |   32.6819    |   119.8308   |
|   0.10   |   0.45   |   33.1393    |   119.9125   |
|   0.10   |   0.46   |   33.5965    |   119.9978   |
|   0.10   |   0.47   |   34.0537    |   120.0867   |
|   0.10   |   0.48   |   34.5109    |   120.1792   |
|   0.10   |   0.49   |   34.9680    |   120.2753   |
|   0.10   |   0.50   |   35.4250    |   120.3750   |
|   0.10   |   0.51   |   35.8820    |   120.4783   |
|   0.10   |   0.52   |   36.3389    |   120.5852   |
|   0.10   |   0.53   |   36.7957    |   120.6957   |
|   0.10   |   0.54   |   37.2525    |   120.8098   |
|   0.10   |   0.55   |   37.7092    |   120.9275   |
|   0.10   |   0.56   |   38.1659    |   121.0488   |
|   0.10   |   0.57   |   38.6225    |   121.1737   |
|   0.10   |   0.58   |   39.0791    |   121.3022   |
|   0.10   |   0.59   |   39.5356    |   121.4343   |
|   0.10   |   0.60   |   39.9920    |   121.5700   |
|   0.10   |   0.61   |   40.4484    |   121.7093   |
|   0.10   |   0.62   |   40.9047    |   121.8522   |
|   0.10   |   0.63   |   41.3609    |   121.9987   |
|   0.10   |   0.64   |   41.8171    |   122.1488   |
|   0.10   |   0.65   |   42.2733    |   122.3025   |
|   0.10   |   0.66   |   42.7293    |   122.4598   |
|   0.10   |   0.67   |   43.1853    |   122.6207   |
|   0.10   |   0.68   |   43.6413    |   122.7852   |
|   0.10   |   0.69   |   44.0972    |   122.9533   |
|   0.10   |   0.70   |   44.5530    |   123.1250   |
|   0.10   |   0.71   |   45.0088    |   123.3003   |
|   0.10   |   0.72   |   45.4645    |   123.4792   |
|   0.10   |   0.73   |   45.9201    |   123.6617   |
|   0.10   |   0.74   |   46.3757    |   123.8478   |
|   0.10   |   0.75   |   46.8312    |   124.0375   |
|   0.10   |   0.76   |   47.2867    |   124.2308   |
|   0.10   |   0.77   |   47.7421    |   124.4277   |
|   0.10   |   0.78   |   48.1975    |   124.6282   |
|   0.10   |   0.79   |   48.6528    |   124.8323   |
|   0.10   |   0.80   |   49.1080    |   125.0400   |
|   0.10   |   0.81   |   49.5632    |   125.2513   |
|   0.10   |   0.82   |   50.0183    |   125.4662   |
|   0.10   |   0.83   |   50.4733    |   125.6847   |
|   0.10   |   0.84   |   50.9283    |   125.9068   |
|   0.10   |   0.85   |   51.3833    |   126.1325   |
|   0.10   |   0.86   |   51.8381    |   126.3618   |
|   0.10   |   0.87   |   52.2929    |   126.5947   |
|   0.10   |   0.88   |   52.7477    |   126.8312   |
|   0.10   |   0.89   |   53.2024    |   127.0713   |
|   0.10   |   0.90   |   53.6570    |   127.3150   |
|   0.10   |   0.91   |   54.1116    |   127.5623   |
|   0.10   |   0.92   |   54.5661    |   127.8132   |
|   0.10   |   0.93   |   55.0205    |   128.0677   |
|   0.10   |   0.94   |   55.4749    |   128.3258   |
|   0.10   |   0.95   |   55.9293    |   128.5875   |
|   0.10   |   0.96   |   56.3835    |   128.8528   |
|   0.10   |   0.97   |   56.8377    |   129.1217   |
|   0.10   |   0.98   |   57.2919    |   129.3942   |
|   0.10   |   0.99   |   57.7460    |   129.6703   |
|   0.10   |   1.00   |   58.2000    |   129.9500   |
|   0.10   |   1.01   |   58.6540    |   130.2333   |
|   0.10   |   1.02   |   59.1079    |   130.5202   |
|   0.10   |   1.03   |   59.5617    |   130.8107   |
|   0.10   |   1.04   |   60.0155    |   131.1048   |
|   0.10   |   1.05   |   60.4693    |   131.4025   |
|   0.10   |   1.06   |   60.9229    |   131.7038   |
|   0.10   |   1.07   |   61.3765    |   132.0087   |
|   0.10   |   1.08   |   61.8301    |   132.3172   |
|   0.10   |   1.09   |   62.2836    |   132.6293   |
|   0.10   |   1.10   |   62.7370    |   132.9450   |
|   0.10   |   1.11   |   63.1904    |   133.2643   |
|   0.10   |   1.12   |   63.6437    |   133.5872   |
|   0.10   |   1.13   |   64.0969    |   133.9137   |
|   0.10   |   1.14   |   64.5501    |   134.2438   |
|   0.10   |   1.15   |   65.0033    |   134.5775   |
|   0.10   |   1.16   |   65.4563    |   134.9148   |
|   0.10   |   1.17   |   65.9093    |   135.2557   |
|   0.10   |   1.18   |   66.3623    |   135.6002   |
|   0.10   |   1.19   |   66.8152    |   135.9483   |
|   0.10   |   1.20   |   67.2680    |   136.3000   |
|   0.10   |   1.21   |   67.7208    |   136.6553   |
|   0.10   |   1.22   |   68.1735    |   137.0142   |
|   0.10   |   1.23   |   68.6261    |   137.3767   |
|   0.10   |   1.24   |   69.0787    |   137.7428   |
|   0.10   |   1.25   |   69.5312    |   138.1125   |
|   0.10   |   1.26   |   69.9837    |   138.4858   |
|   0.10   |   1.27   |   70.4361    |   138.8627   |
|   0.10   |   1.28   |   70.8885    |   139.2432   |
|   0.10   |   1.29   |   71.3408    |   139.6273   |
|   0.10   |   1.30   |   71.7930    |   140.0150   |
|   0.10   |   1.31   |   72.2452    |   140.4063   |
|   0.10   |   1.32   |   72.6973    |   140.8012   |
|   0.10   |   1.33   |   73.1493    |   141.1997   |
|   0.10   |   1.34   |   73.6013    |   141.6018   |
|   0.10   |   1.35   |   74.0532    |   142.0075   |
|   0.10   |   1.36   |   74.5051    |   142.4168   |
|   0.10   |   1.37   |   74.9569    |   142.8297   |
|   0.10   |   1.38   |   75.4087    |   143.2462   |
|   0.10   |   1.39   |   75.8604    |   143.6663   |
|   0.10   |   1.40   |   76.3120    |   144.0900   |
|   0.10   |   1.41   |   76.7636    |   144.5173   |
|   0.10   |   1.42   |   77.2151    |   144.9482   |
|   0.10   |   1.43   |   77.6665    |   145.3827   |
|   0.10   |   1.44   |   78.1179    |   145.8208   |
|   0.10   |   1.45   |   78.5692    |   146.2625   |
|   0.10   |   1.46   |   79.0205    |   146.7078   |
|   0.10   |   1.47   |   79.4717    |   147.1567   |
|   0.10   |   1.48   |   79.9229    |   147.6092   |
|   0.10   |   1.49   |   80.3740    |   148.0653   |
|   0.10   |   1.50   |   80.8250    |   148.5250   |
|   0.10   |   1.51   |   81.2760    |   148.9883   |
|   0.10   |   1.52   |   81.7269    |   149.4552   |
|   0.10   |   1.53   |   82.1777    |   149.9257   |
|   0.10   |   1.54   |   82.6285    |   150.3998   |
|   0.10   |   1.55   |   83.0793    |   150.8775   |
|   0.10   |   1.56   |   83.5299    |   151.3588   |
|   0.10   |   1.57   |   83.9805    |   151.8437   |
|   0.10   |   1.58   |   84.4311    |   152.3322   |
|   0.10   |   1.59   |   84.8816    |   152.8243   |
|   0.10   |   1.60   |   85.3320    |   153.3200   |
|   0.10   |   1.61   |   85.7824    |   153.8193   |
|   0.10   |   1.62   |   86.2327    |   154.3222   |
|   0.10   |   1.63   |   86.6829    |   154.8287   |
|   0.10   |   1.64   |   87.1331    |   155.3388   |
|   0.10   |   1.65   |   87.5833    |   155.8525   |
|   0.10   |   1.66   |   88.0333    |   156.3698   |
|   0.10   |   1.67   |   88.4833    |   156.8907   |
|   0.10   |   1.68   |   88.9333    |   157.4152   |
|   0.10   |   1.69   |   89.3832    |   157.9433   |
|   0.10   |   1.70   |   89.8330    |   158.4750   |
|   0.10   |   1.71   |   90.2828    |   159.0103   |
|   0.10   |   1.72   |   90.7325    |   159.5492   |
|   0.10   |   1.73   |   91.1821    |   160.0917   |
|   0.10   |   1.74   |   91.6317    |   160.6378   |
|   0.10   |   1.75   |   92.0812    |   161.1875   |
|   0.10   |   1.76   |   92.5307    |   161.7408   |
|   0.10   |   1.77   |   92.9801    |   162.2977   |
|   0.10   |   1.78   |   93.4295    |   162.8582   |
|   0.10   |   1.79   |   93.8788    |   163.4223   |
|   0.10   |   1.80   |   94.3280    |   163.9900   |
|   0.10   |   1.81   |   94.7772    |   164.5613   |
|   0.10   |   1.82   |   95.2263    |   165.1362   |
|   0.10   |   1.83   |   95.6753    |   165.7147   |
|   0.10   |   1.84   |   96.1243    |   166.2968   |
|   0.10   |   1.85   |   96.5733    |   166.8825   |
|   0.10   |   1.86   |   97.0221    |   167.4718   |
|   0.10   |   1.87   |   97.4709    |   168.0647   |
|   0.10   |   1.88   |   97.9197    |   168.6612   |
|   0.10   |   1.89   |   98.3684    |   169.2613   |
|   0.10   |   1.90   |   98.8170    |   169.8650   |
|   0.10   |   1.91   |   99.2656    |   170.4723   |
|   0.10   |   1.92   |   99.7141    |   171.0832   |
|   0.10   |   1.93   |   100.1625   |   171.6977   |
|   0.10   |   1.94   |   100.6109   |   172.3158   |
|   0.10   |   1.95   |   101.0593   |   172.9375   |
|   0.10   |   1.96   |   101.5075   |   173.5628   |
|   0.10   |   1.97   |   101.9557   |   174.1917   |
|   0.10   |   1.98   |   102.4039   |   174.8242   |
|   0.10   |   1.99   |   102.8520   |   175.4603   |
|   0.10   |   2.00   |   103.3000   |   176.1000   |
+----------+----------+--------------+--------------+
|   0.11   |   0.00   |   12.5280    |   119.4800   |
|   0.11   |   0.01   |   12.9880    |   119.4036   |
|   0.11   |   0.02   |   13.4479    |   119.3308   |
|   0.11   |   0.03   |   13.9077    |   119.2616   |
|   0.11   |   0.04   |   14.3675    |   119.1961   |
|   0.11   |   0.05   |   14.8272    |   119.1341   |
|   0.11   |   0.06   |   15.2868    |   119.0757   |
|   0.11   |   0.07   |   15.7464    |   119.0209   |
|   0.11   |   0.08   |   16.2059    |   118.9697   |
|   0.11   |   0.09   |   16.6653    |   118.9221   |
|   0.11   |   0.10   |   17.1247    |   118.8782   |
|   0.11   |   0.11   |   17.5840    |   118.8378   |
|   0.11   |   0.12   |   18.0432    |   118.8010   |
|   0.11   |   0.13   |   18.5024    |   118.7678   |
|   0.11   |   0.14   |   18.9615    |   118.7382   |
|   0.11   |   0.15   |   19.4206    |   118.7122   |
|   0.11   |   0.16   |   19.8796    |   118.6898   |
|   0.11   |   0.17   |   20.3385    |   118.6711   |
|   0.11   |   0.18   |   20.7973    |   118.6559   |
|   0.11   |   0.19   |   21.2561    |   118.6443   |
|   0.11   |   0.20   |   21.7148    |   118.6363   |
|   0.11   |   0.21   |   22.1734    |   118.6319   |
|   0.11   |   0.22   |   22.6320    |   118.6311   |
|   0.11   |   0.23   |   23.0905    |   118.6339   |
|   0.11   |   0.24   |   23.5490    |   118.6404   |
|   0.11   |   0.25   |   24.0074    |   118.6504   |
|   0.11   |   0.26   |   24.4657    |   118.6640   |
|   0.11   |   0.27   |   24.9239    |   118.6812   |
|   0.11   |   0.28   |   25.3821    |   118.7020   |
|   0.11   |   0.29   |   25.8402    |   118.7264   |
|   0.11   |   0.30   |   26.2983    |   118.7545   |
|   0.11   |   0.31   |   26.7563    |   118.7861   |
|   0.11   |   0.32   |   27.2142    |   118.8213   |
|   0.11   |   0.33   |   27.6721    |   118.8601   |
|   0.11   |   0.34   |   28.1299    |   118.9025   |
|   0.11   |   0.35   |   28.5876    |   118.9485   |
|   0.11   |   0.36   |   29.0452    |   118.9981   |
|   0.11   |   0.37   |   29.5028    |   119.0514   |
|   0.11   |   0.38   |   29.9603    |   119.1082   |
|   0.11   |   0.39   |   30.4178    |   119.1686   |
|   0.11   |   0.40   |   30.8752    |   119.2326   |
|   0.11   |   0.41   |   31.3325    |   119.3002   |
|   0.11   |   0.42   |   31.7898    |   119.3714   |
|   0.11   |   0.43   |   32.2470    |   119.4462   |
|   0.11   |   0.44   |   32.7041    |   119.5247   |
|   0.11   |   0.45   |   33.1612    |   119.6067   |
|   0.11   |   0.46   |   33.6182    |   119.6923   |
|   0.11   |   0.47   |   34.0751    |   119.7815   |
|   0.11   |   0.48   |   34.5320    |   119.8743   |
|   0.11   |   0.49   |   34.9888    |   119.9707   |
|   0.11   |   0.50   |   35.4455    |   120.0708   |
|   0.11   |   0.51   |   35.9022    |   120.1744   |
|   0.11   |   0.52   |   36.3588    |   120.2816   |
|   0.11   |   0.53   |   36.8153    |   120.3924   |
|   0.11   |   0.54   |   37.2718    |   120.5068   |
|   0.11   |   0.55   |   37.7282    |   120.6248   |
|   0.11   |   0.56   |   38.1845    |   120.7464   |
|   0.11   |   0.57   |   38.6408    |   120.8717   |
|   0.11   |   0.58   |   39.0970    |   121.0005   |
|   0.11   |   0.59   |   39.5531    |   121.1329   |
|   0.11   |   0.60   |   40.0092    |   121.2689   |
|   0.11   |   0.61   |   40.4652    |   121.4085   |
|   0.11   |   0.62   |   40.9211    |   121.5517   |
|   0.11   |   0.63   |   41.3770    |   121.6985   |
|   0.11   |   0.64   |   41.8328    |   121.8490   |
|   0.11   |   0.65   |   42.2886    |   122.0030   |
|   0.11   |   0.66   |   42.7443    |   122.1606   |
|   0.11   |   0.67   |   43.1999    |   122.3218   |
|   0.11   |   0.68   |   43.6554    |   122.4866   |
|   0.11   |   0.69   |   44.1109    |   122.6550   |
|   0.11   |   0.70   |   44.5663    |   122.8270   |
|   0.11   |   0.71   |   45.0216    |   123.0027   |
|   0.11   |   0.72   |   45.4769    |   123.1819   |
|   0.11   |   0.73   |   45.9321    |   123.3647   |
|   0.11   |   0.74   |   46.3873    |   123.5511   |
|   0.11   |   0.75   |   46.8424    |   123.7411   |
|   0.11   |   0.76   |   47.2974    |   123.9347   |
|   0.11   |   0.77   |   47.7523    |   124.1320   |
|   0.11   |   0.78   |   48.2072    |   124.3328   |
|   0.11   |   0.79   |   48.6620    |   124.5372   |
|   0.11   |   0.80   |   49.1168    |   124.7452   |
|   0.11   |   0.81   |   49.5715    |   124.9568   |
|   0.11   |   0.82   |   50.0261    |   125.1720   |
|   0.11   |   0.83   |   50.4807    |   125.3908   |
|   0.11   |   0.84   |   50.9352    |   125.6133   |
|   0.11   |   0.85   |   51.3896    |   125.8393   |
|   0.11   |   0.86   |   51.8439    |   126.0689   |
|   0.11   |   0.87   |   52.2982    |   126.3021   |
|   0.11   |   0.88   |   52.7524    |   126.5389   |
|   0.11   |   0.89   |   53.2066    |   126.7793   |
|   0.11   |   0.90   |   53.6607    |   127.0234   |
|   0.11   |   0.91   |   54.1147    |   127.2710   |
|   0.11   |   0.92   |   54.5687    |   127.5222   |
|   0.11   |   0.93   |   55.0226    |   127.7770   |
|   0.11   |   0.94   |   55.4764    |   128.0354   |
|   0.11   |   0.95   |   55.9302    |   128.2974   |
|   0.11   |   0.96   |   56.3839    |   128.5630   |
|   0.11   |   0.97   |   56.8375    |   128.8323   |
|   0.11   |   0.98   |   57.2911    |   129.1051   |
|   0.11   |   0.99   |   57.7446    |   129.3815   |
|   0.11   |   1.00   |   58.1980    |   129.6615   |
|   0.11   |   1.01   |   58.6514    |   129.9451   |
|   0.11   |   1.02   |   59.1047    |   130.2323   |
|   0.11   |   1.03   |   59.5579    |   130.5231   |
|   0.11   |   1.04   |   60.0111    |   130.8176   |
|   0.11   |   1.05   |   60.4642    |   131.1156   |
|   0.11   |   1.06   |   60.9172    |   131.4172   |
|   0.11   |   1.07   |   61.3702    |   131.7224   |
|   0.11   |   1.08   |   61.8231    |   132.0312   |
|   0.11   |   1.09   |   62.2759    |   132.3436   |
|   0.11   |   1.10   |   62.7287    |   132.6596   |
|   0.11   |   1.11   |   63.1814    |   132.9793   |
|   0.11   |   1.12   |   63.6340    |   133.3025   |
|   0.11   |   1.13   |   64.0866    |   133.6293   |
|   0.11   |   1.14   |   64.5391    |   133.9597   |
|   0.11   |   1.15   |   64.9916    |   134.2937   |
|   0.11   |   1.16   |   65.4440    |   134.6313   |
|   0.11   |   1.17   |   65.8963    |   134.9726   |
|   0.11   |   1.18   |   66.3485    |   135.3174   |
|   0.11   |   1.19   |   66.8007    |   135.6658   |
|   0.11   |   1.20   |   67.2528    |   136.0178   |
|   0.11   |   1.21   |   67.7048    |   136.3734   |
|   0.11   |   1.22   |   68.1568    |   136.7326   |
|   0.11   |   1.23   |   68.6087    |   137.0954   |
|   0.11   |   1.24   |   69.0606    |   137.4619   |
|   0.11   |   1.25   |   69.5124    |   137.8319   |
|   0.11   |   1.26   |   69.9641    |   138.2055   |
|   0.11   |   1.27   |   70.4157    |   138.5827   |
|   0.11   |   1.28   |   70.8673    |   138.9635   |
|   0.11   |   1.29   |   71.3188    |   139.3479   |
|   0.11   |   1.30   |   71.7703    |   139.7360   |
|   0.11   |   1.31   |   72.2217    |   140.1276   |
|   0.11   |   1.32   |   72.6730    |   140.5228   |
|   0.11   |   1.33   |   73.1243    |   140.9216   |
|   0.11   |   1.34   |   73.5755    |   141.3240   |
|   0.11   |   1.35   |   74.0266    |   141.7300   |
|   0.11   |   1.36   |   74.4776    |   142.1396   |
|   0.11   |   1.37   |   74.9286    |   142.5529   |
|   0.11   |   1.38   |   75.3795    |   142.9697   |
|   0.11   |   1.39   |   75.8304    |   143.3901   |
|   0.11   |   1.40   |   76.2812    |   143.8141   |
|   0.11   |   1.41   |   76.7319    |   144.2417   |
|   0.11   |   1.42   |   77.1826    |   144.6729   |
|   0.11   |   1.43   |   77.6332    |   145.1077   |
|   0.11   |   1.44   |   78.0837    |   145.5462   |
|   0.11   |   1.45   |   78.5342    |   145.9882   |
|   0.11   |   1.46   |   78.9846    |   146.4338   |
|   0.11   |   1.47   |   79.4349    |   146.8830   |
|   0.11   |   1.48   |   79.8852    |   147.3358   |
|   0.11   |   1.49   |   80.3354    |   147.7922   |
|   0.11   |   1.50   |   80.7855    |   148.2523   |
|   0.11   |   1.51   |   81.2356    |   148.7159   |
|   0.11   |   1.52   |   81.6856    |   149.1831   |
|   0.11   |   1.53   |   82.1355    |   149.6539   |
|   0.11   |   1.54   |   82.5854    |   150.1283   |
|   0.11   |   1.55   |   83.0352    |   150.6063   |
|   0.11   |   1.56   |   83.4849    |   151.0879   |
|   0.11   |   1.57   |   83.9346    |   151.5732   |
|   0.11   |   1.58   |   84.3842    |   152.0620   |
|   0.11   |   1.59   |   84.8337    |   152.5544   |
|   0.11   |   1.60   |   85.2832    |   153.0504   |
|   0.11   |   1.61   |   85.7326    |   153.5500   |
|   0.11   |   1.62   |   86.1819    |   154.0532   |
|   0.11   |   1.63   |   86.6312    |   154.5600   |
